,mean_1,mean_2,variance_1,variance_2,score
67,0.9915845448213589,5.762729272726682,0.7197805520992252,1.8204348237972126,2.8342510965238947
68,0.99567025971602,6.2253205930082505,0.7416131883345174,1.6623224934520224,3.1387300864602725
69,0.9632487065116547,6.221599672246345,0.7519936530208398,1.648637634227358,3.121324306473703
70,0.9161302143711078,4.78835008854293,0.7632840168994566,1.9329127242857327,1.9723498128286625
71,0.8234540831807564,5.707759396452511,0.7499592540215481,1.4363147951407613,2.3951611915932727
72,0.7554380212224232,5.5238322793114545,0.7454782521309359,1.4810997373413748,2.2560190166528296
73,0.7554380212224232,5.5238322793114545,0.7454782521309359,1.4810997373413748,2.2560190166528296
74,0.7554380212224232,5.5238322793114545,0.7454782521309359,1.4810997373413748,2.2560190166528296
75,0.8924252642738302,5.902383802065608,0.772082465555795,1.3566418392134423,2.5101126412790506
76,0.9732929048230353,5.929511232119179,0.7872154257441691,1.3411652759521564,2.521763508071335
77,0.8460048339843281,5.717122600738225,0.7586097721686359,1.430264007886346,2.3984736086245713
78,0.9299890542440685,5.948507786613225,0.7792843391334485,1.3237724312323664,2.5233672178455917
79,1.1020570368864748,6.516158188935739,0.7634589367215043,1.236576787479198,3.0038219764149368
80,0.9299890542440685,5.948507786613225,0.7792843391334485,1.3237724312323664,2.5233672178455917
81,1.1246077876900464,6.525521393221453,0.7637761715534269,1.2233718513888405,2.9999802446102937
82,0.9299890542440685,5.948507786613225,0.7792843391334485,1.3237724312323664,2.5233672178455917
83,0.8460048339843281,5.717122600738225,0.7586097721686359,1.430264007886346,2.3984736086245713
84,1.0572771250827762,6.1608964179941825,0.7938028990643498,1.186235831930513,2.5982192499246954
85,1.0762917704290087,5.490367497400521,0.766686836703531,1.4300135336275208,2.1714680310280414
86,1.616466922252294,5.250184527016142,0.7379927213851613,1.274020891063922,1.7752924180800633
87,1.1522311254452398,6.539938772891187,0.745070874080968,1.0956846432848355,2.8867104161760224
88,1.6212610509944831,6.529490174302261,0.7682357469807242,1.1106845653102642,2.891261739612525
89,1.649638816827817,6.529490174302261,0.7473108514331125,1.1106845653102642,2.891261739612525
90,1.6212610509944831,6.529490174302261,0.7682357469807242,1.1106845653102642,2.891261739612525
91,1.5627801581171408,5.362104708830534,0.7967849137729134,1.3630643270342344,1.9762560358647683
92,1.5627801581171408,5.362104708830534,0.7967849137729134,1.3630643270342344,1.9762560358647683
93,1.5911579239504738,5.362104708830534,0.7787635448031447,1.3630643270342344,1.9762560358647683
94,1.5914106606808662,5.368231202413868,0.77836926295595,1.3588205079775577,1.9781387103914252
95,1.5914106606808662,5.368231202413868,0.77836926295595,1.3588205079775577,1.9781387103914252
96,1.5914106606808662,5.368231202413868,0.77836926295595,1.3588205079775577,1.9781387103914252
97,1.1388107548738113,6.668007273872248,0.7731603305237059,1.0361511503160314,2.955245424188279
98,1.6212610509944831,6.529490174302261,0.7682357469807242,1.1106845653102642,2.891261739612525
99,1.1321861564662539,5.527824417655521,0.6945986999675072,1.9662939179977061,2.7452053356532264
100,1.081993965022027,4.837138728305412,0.7049094659265451,2.121773172990662,2.209998901296074
101,1.081993965022027,4.837138728305412,0.7049094659265451,2.121773172990662,2.209998901296074
102,1.081993965022027,4.837138728305412,0.7049094659265451,2.121773172990662,2.209998901296074
103,1.156711372966254,5.730440904415442,0.6873704117634674,1.863088502701234,2.8446164071166757
104,1.2105730000160377,6.0951112029858825,0.7175470506917273,1.6522081204823917,2.9984063234682745
105,1.1351075056329207,5.527824417655521,0.7041526531771783,1.9662939179977061,2.7452053356532264
106,1.1928932895117088,5.862201616332108,0.7048421729208654,1.781355604338771,2.8946442206708785
107,1.1231255929740096,6.161260034986332,0.7569143229668569,1.6727159278247687,3.085062962811101
108,1.1928932895117088,5.862201616332108,0.7048421729208654,1.781355604338771,2.8946442206708785
109,1.1260469421406762,6.161260034986332,0.7657256920278301,1.6727159278247687,3.085062962811101
110,1.1928932895117088,5.862201616332108,0.7048421729208654,1.781355604338771,2.8946442206708785
111,1.1351075056329207,5.527824417655521,0.7041526531771783,1.9662939179977061,2.7452053356532264
112,1.264652225561492,6.429488401662473,0.7128399702670913,1.287374132990203,2.9679495346526767
113,1.203744014685447,6.728546820316692,0.8041004703394367,0.9709681593611621,2.950601979677854
114,1.4469069890003579,7.11966573357228,0.7832397290558651,0.9163406778035601,3.2870934113758405
115,1.2926061408177143,6.734980986566692,0.7945460416047987,0.9651194546110703,2.951187441177762
116,1.152984309602849,7.11323156732228,0.6321558845736145,0.9251778714680039,3.289496438790284
117,1.0698831845016585,7.1187016066556135,0.5808346318784543,0.9185766705182472,3.2883652771738614
118,1.1213129287020553,7.11323156732228,0.6114150846181127,0.9251778714680039,3.289496438790284
119,1.257137400912553,7.11323156732228,0.7329836776451548,0.9251778714680039,3.289496438790284
120,1.2073609792121565,7.1187016066556135,0.717241638226788,0.9185766705182472,3.2883652771738614
121,1.2073609792121565,7.1187016066556135,0.717241638226788,0.9185766705182472,3.2883652771738614
122,1.2073609792121565,7.1187016066556135,0.717241638226788,0.9185766705182472,3.2883652771738614
123,1.2073609792121565,7.1187016066556135,0.717241638226788,0.9185766705182472,3.2883652771738614
124,1.2073609792121565,7.1187016066556135,0.717241638226788,0.9185766705182472,3.2883652771738614
125,1.0995909233757424,6.728546820316692,0.7055574991769591,0.9709681593611621,2.950601979677854
126,1.0698831845016585,7.1187016066556135,0.5808346318784543,0.9185766705182472,3.2883652771738614
